UserID,Category,Difficulty,TimeTaken,Attempts,Correctness
3,Geometry,Hard,91.10390907601669,1,1
3,Geometry,Easy,30.301406736362104,1,0
3,Geometry,Hard,52.55355989156815,4,0
3,Algebra,Medium,82.41623339085383,1,1
3,Logic,Easy,35.38910043684659,1,1
3,Arithmetic,Easy,10.862224197316436,2,1
3,Algebra,Hard,98.53211445151187,1,1
3,Arithmetic,Hard,58.15212151522262,2,0
3,Arithmetic,Hard,52.72018460640368,2,1
3,Logic,Medium,36.34843004147501,1,0
3,Logic,Easy,37.55391225825756,1,1
3,Geometry,Hard,65.12128723162459,3,1
3,Algebra,Medium,65.27077603467687,2,1
3,Geometry,Easy,81.75666135233577,1,1
3,Arithmetic,Medium,25.83491585067168,1,1
3,Geometry,Hard,66.94093963310846,5,0
3,Arithmetic,Medium,61.403766419530406,2,0
3,Algebra,Hard,77.1647446868225,4,1
3,Algebra,Easy,33.13187317529505,1,0
3,Algebra,Medium,60.215947424135436,2,0
3,Geometry,Hard,147.26202395936315,3,0
3,Algebra,Medium,26.555465138616512,4,1
3,Geometry,Medium,60.32106837287862,3,0
3,Logic,Easy,36.32781866106285,2,1
3,Algebra,Easy,62.248314293652754,1,1
3,Logic,Easy,30.715662372193925,2,0
3,Arithmetic,Medium,42.83513829852325,1,0
3,Algebra,Hard,68.25312661766571,2,0
3,Arithmetic,Hard,50.42472568435385,4,1
4,Logic,Medium,18.31919626643582,2,0
4,Geometry,Hard,129.8813293446755,2,0
4,Arithmetic,Easy,31.093947946048928,3,1
4,Arithmetic,Medium,60.88649935848038,5,1
4,Logic,Medium,45.835873684330416,2,1
4,Logic,Medium,61.41287277706422,1,1
4,Geometry,Medium,77.04492978060536,2,0
4,Arithmetic,Hard,23.585252520437393,2,1
4,Algebra,Hard,74.83366363421906,5,0
4,Arithmetic,Easy,16.80854954798055,1,0
4,Algebra,Medium,50.160003570013046,1,0
4,Arithmetic,Hard,47.869481825166595,2,0
4,Algebra,Easy,37.37701712921426,1,1
4,Algebra,Medium,52.401512585369034,1,1
4,Arithmetic,Hard,55.74308434645671,4,0
4,Algebra,Hard,77.66075569229741,1,0
4,Algebra,Easy,33.20146439885046,1,1
4,Logic,Hard,78.19411902329152,1,1
4,Geometry,Easy,54.035175897211914,1,1
4,Arithmetic,Hard,95.43110189988317,2,1
4,Logic,Hard,51.886993343005656,2,1
4,Algebra,Medium,63.80874210210253,5,1
4,Arithmetic,Hard,36.604416558631996,4,0
4,Arithmetic,Medium,76.47030401394078,2,1
4,Arithmetic,Easy,12.465305837493371,2,0
4,Geometry,Easy,31.82616647561637,2,1
4,Geometry,Medium,103.10479076866146,1,0
4,Geometry,Medium,73.44514568827545,2,1
4,Arithmetic,Medium,52.93767882646522,2,0
4,Arithmetic,Medium,35.32440833577452,1,1
4,Logic,Hard,105.51333612914692,3,1
4,Geometry,Hard,132.11483905783416,1,1
4,Geometry,Easy,34.779803705547415,1,1
4,Geometry,Medium,63.971167257925835,1,0
4,Logic,Medium,53.60950438802513,4,1
4,Algebra,Easy,13.957115385095754,1,1
4,Arithmetic,Hard,69.89327058326674,3,1
4,Arithmetic,Hard,56.824623484372864,4,0
4,Algebra,Medium,66.38333930299937,2,1
4,Geometry,Easy,54.58831674440095,1,0
4,Logic,Easy,16.806521108625944,2,0
4,Geometry,Hard,78.21264342973971,4,1
4,Algebra,Easy,44.82181681566247,1,1
4,Logic,Hard,68.34619135615,7,0
4,Logic,Medium,46.44181165411475,1,1
4,Algebra,Hard,63.44311778237394,3,1
4,Logic,Medium,66.704668265306,3,1
4,Algebra,Medium,58.53798597720834,1,0
4,Logic,Hard,82.83498975513615,5,0
4,Algebra,Hard,76.17543032809363,6,1
5,Logic,Hard,31.38873722414307,2,1
5,Algebra,Easy,23.97617664218962,2,1
5,Logic,Hard,89.60805996191459,3,0
5,Geometry,Easy,36.790167336617365,1,0
5,Logic,Medium,62.50654371575454,1,1
5,Arithmetic,Hard,102.42217115575431,1,0
5,Logic,Easy,25.040309536735293,4,1
5,Arithmetic,Medium,47.4782765656206,2,0
5,Arithmetic,Hard,55.89578527340438,3,0
5,Geometry,Medium,45.92759874147107,1,0
5,Geometry,Easy,48.152486541840126,1,1
5,Algebra,Easy,48.00331584686565,1,1
5,Geometry,Hard,59.77273605856435,2,0
5,Geometry,Easy,39.87582888174926,1,1
5,Algebra,Medium,46.190090034672004,2,0
5,Geometry,Hard,116.32482631207216,10,0
5,Geometry,Medium,56.657638393662914,2,0
5,Arithmetic,Medium,52.20070529649984,2,1
5,Geometry,Hard,90.7329720405971,4,1
5,Algebra,Medium,55.83585786681068,4,0
5,Geometry,Hard,71.60699156348416,2,0
5,Logic,Hard,69.8522498224577,2,0
5,Algebra,Hard,61.02695381821029,1,1
5,Arithmetic,Medium,55.658178125967815,2,0
5,Geometry,Medium,25.980128961224928,3,0
5,Geometry,Easy,33.90260684955607,1,1
5,Algebra,Hard,103.04632973567121,2,0
5,Algebra,Hard,107.76359561730533,4,0
5,Arithmetic,Easy,38.97888538760342,1,1
5,Arithmetic,Medium,46.90149247353006,1,0
5,Arithmetic,Medium,64.25754132923937,2,0
5,Algebra,Easy,30.88429006036845,4,1
5,Logic,Hard,96.23004418718834,2,0
5,Algebra,Hard,87.28511417548744,2,1
5,Arithmetic,Medium,26.128930287555676,2,1
5,Logic,Medium,53.47051593804234,1,1
5,Algebra,Easy,64.66735354727192,1,1
5,Arithmetic,Medium,42.56200732989073,2,1
5,Geometry,Easy,36.050171460790544,1,1
5,Arithmetic,Easy,25.967104980268797,2,1
5,Logic,Medium,48.125742119213285,1,1
5,Algebra,Hard,23.956628289392732,1,1
5,Logic,Easy,19.983799901050844,2,1
5,Logic,Easy,27.188997071140452,1,1
5,Logic,Hard,99.98388591465005,1,0
5,Geometry,Easy,53.869505243691535,1,1
5,Arithmetic,Medium,60.47334970420385,4,0
5,Arithmetic,Hard,77.86970770843499,6,1
5,Arithmetic,Medium,40.22872994578327,3,1
5,Algebra,Medium,46.29005498702221,4,1
6,Arithmetic,Medium,33.082591692480406,1,1
6,Logic,Medium,53.46416082040105,1,0
6,Geometry,Hard,112.98637252985864,4,0
6,Logic,Hard,86.82896371547872,6,1
6,Geometry,Easy,52.007473626489585,1,1
6,Arithmetic,Easy,31.792746044266842,2,1
6,Arithmetic,Medium,54.85700191408918,1,0
6,Arithmetic,Hard,64.1702004201302,3,1
6,Geometry,Easy,45.61420083365959,1,0
6,Logic,Medium,43.697328343047126,2,0
6,Algebra,Easy,16.329216194121255,1,1
6,Geometry,Easy,35.914060442502866,1,0
6,Algebra,Hard,36.08545253350622,3,1
6,Geometry,Easy,33.578272585511314,2,0
6,Algebra,Easy,39.351867467014024,1,1
6,Algebra,Hard,107.46846259859491,1,0
6,Algebra,Easy,33.42900832676301,1,1
6,Arithmetic,Hard,49.300902709357345,1,1
6,Algebra,Hard,97.90819186756204,4,1
6,Geometry,Easy,45.19732713846989,1,0
6,Algebra,Hard,90.31934762656424,3,0
6,Logic,Hard,38.664610920658596,5,0
6,Algebra,Easy,37.41318856057961,1,0
6,Arithmetic,Hard,91.01308792015224,4,0
6,Logic,Medium,49.5395319785855,1,0
6,Arithmetic,Easy,22.457241499806422,1,0
6,Arithmetic,Easy,46.13711269058647,1,1
6,Arithmetic,Hard,79.0706860302796,6,0
6,Arithmetic,Medium,30.829661248454357,2,1
6,Arithmetic,Hard,37.125185688238844,2,0
6,Algebra,Easy,48.07597838019754,1,0
6,Algebra,Hard,113.34945302123917,2,0
6,Algebra,Medium,29.98769559825527,4,0
6,Logic,Hard,23.865031326077705,1,1
6,Arithmetic,Medium,46.20971467998554,1,0
6,Geometry,Medium,67.8416905940174,1,0
6,Logic,Medium,31.941410756073658,2,1
6,Geometry,Easy,25.23591437061245,2,1
6,Geometry,Hard,80.97195689927469,3,1
6,Logic,Medium,42.611641828549345,3,0
6,Logic,Medium,36.31555117208744,5,1
6,Algebra,Medium,56.146391085729086,4,1
6,Geometry,Hard,63.44778203292408,3,0
6,Arithmetic,Medium,63.42386565416662,2,0
6,Logic,Hard,56.14730896380033,1,0
6,Geometry,Medium,69.07075667490352,2,1
6,Arithmetic,Hard,68.23435903297491,3,0
6,Algebra,Easy,65.95651205185183,3,1
6,Algebra,Medium,65.24169542533495,1,1
6,Algebra,Medium,84.31113921631368,2,1
7,Geometry,Hard,67.40307761311844,1,0
7,Geometry,Hard,79.07394322909096,4,0
7,Geometry,Medium,84.55337984946584,4,1
7,Algebra,Medium,33.226461663558304,2,0
7,Algebra,Hard,79.23402060090194,1,0
7,Arithmetic,Easy,15.862855030950199,1,1
7,Arithmetic,Hard,59.321817973664004,5,0
7,Logic,Easy,15.928559737850836,1,1
7,Geometry,Easy,42.00311357173423,2,1
7,Logic,Easy,28.475301636194562,1,1
7,Algebra,Hard,29.094865672417583,5,0
7,Algebra,Easy,41.095895922950525,1,0
7,Algebra,Easy,35.98195230257078,1,0
7,Algebra,Medium,53.21998624255943,3,1
7,Algebra,Hard,88.41274608926008,4,0
7,Logic,Medium,31.522980273134444,4,1
7,Algebra,Medium,35.82795406464329,1,1
7,Geometry,Easy,35.421629434679986,1,0
7,Algebra,Hard,87.6939417577875,3,1
7,Arithmetic,Medium,50.80982627668689,2,0
7,Geometry,Medium,55.731142581395844,1,0
7,Geometry,Hard,129.72178410549856,1,0
7,Algebra,Easy,28.23621167088389,1,1
7,Arithmetic,Medium,43.83603265551224,1,0
7,Geometry,Medium,60.31373427591204,4,0
7,Logic,Hard,46.78170796563992,2,1
7,Arithmetic,Hard,59.85784211734783,4,1
7,Algebra,Easy,20.947497749889745,1,1
7,Algebra,Hard,61.34388879368793,2,1
7,Geometry,Hard,96.75412016207639,4,0
7,Arithmetic,Easy,41.965715016644914,1,1
7,Geometry,Medium,56.8294085394606,1,0
7,Arithmetic,Medium,15.45954515682925,3,0
7,Geometry,Easy,33.325813598129926,1,1
7,Logic,Easy,14.008635135529872,1,0
7,Algebra,Medium,47.67898450516149,4,0
7,Logic,Medium,45.4800622359865,1,1
7,Logic,Medium,33.69873194480725,1,1
7,Geometry,Easy,34.52017673031837,1,1
7,Algebra,Easy,37.216163670378904,2,1
7,Logic,Medium,63.00620861916638,1,1
7,Arithmetic,Hard,56.862114420572084,2,1
7,Algebra,Easy,42.285573209403424,1,1
7,Arithmetic,Medium,69.66738329477158,4,0
7,Geometry,Easy,30.347226544297854,2,0
7,Arithmetic,Medium,63.917601921218555,2,1
7,Algebra,Hard,48.87977014947416,4,1
7,Arithmetic,Easy,10.336434106239981,2,1
7,Algebra,Hard,70.82195715533972,6,0
7,Geometry,Hard,93.477398514649,2,1
8,Logic,Easy,33.996879517526416,1,1
8,Geometry,Medium,46.97286212416342,4,1
8,Arithmetic,Easy,48.11375028664982,3,1
8,Algebra,Hard,90.58872142254093,1,1
8,Geometry,Easy,36.86465114070962,1,1
8,Logic,Easy,21.494795457907,2,1
8,Arithmetic,Easy,32.77983064742708,1,0
8,Geometry,Hard,128.64431934975227,1,0
8,Logic,Hard,28.753585862977353,1,0
8,Arithmetic,Medium,33.40537728157487,3,0
8,Algebra,Medium,24.420714403534383,2,0
8,Logic,Hard,101.42989399890615,2,0
8,Arithmetic,Medium,83.21377285193414,1,0
8,Arithmetic,Hard,64.07965545340204,5,0
8,Logic,Easy,21.81801116577693,1,1
8,Logic,Easy,29.96625542589048,3,1
8,Algebra,Medium,47.22767580447629,1,1
8,Logic,Medium,31.7093631850249,5,0
8,Geometry,Easy,34.75581719833295,1,1
8,Arithmetic,Hard,75.23325945392958,3,0
8,Algebra,Medium,45.500016443573095,3,1
8,Logic,Easy,37.71438991915824,2,0
8,Logic,Medium,27.45124746434568,1,1
8,Geometry,Medium,5.0,3,0
8,Geometry,Hard,95.64335446510599,4,1
8,Geometry,Medium,38.04275283301553,1,1
8,Arithmetic,Medium,46.602816621477096,2,0
8,Geometry,Medium,67.34731013632356,1,0
8,Algebra,Medium,11.36367531508705,2,0
8,Geometry,Hard,111.52136189083149,3,0
8,Logic,Hard,87.11516974656732,3,0
8,Arithmetic,Easy,20.808198612792832,2,1
8,Arithmetic,Easy,22.654084232019507,2,1
8,Algebra,Easy,25.276970755827428,2,0
8,Algebra,Hard,54.31024448378201,2,0
8,Arithmetic,Hard,71.7228776609275,5,1
8,Logic,Medium,65.95839633838145,1,0
8,Logic,Medium,45.85519704556577,1,1
8,Arithmetic,Hard,93.23867626912192,5,0
8,Geometry,Hard,61.94905158057784,2,1
8,Algebra,Easy,45.59731732576591,1,1
8,Geometry,Hard,82.66488408961594,5,0
8,Arithmetic,Easy,39.19228934575204,1,0
8,Algebra,Easy,26.982270973532074,1,1
8,Logic,Medium,52.27099225941712,4,0
8,Arithmetic,Medium,37.3046501751369,1,1
8,Geometry,Hard,93.93946709132355,2,1
8,Logic,Easy,37.60904743156908,2,0
8,Logic,Easy,32.65056044840312,2,0
8,Arithmetic,Hard,69.09946354342267,2,0
9,Arithmetic,Hard,105.85845182661745,3,0
9,Arithmetic,Easy,32.23955278089735,2,1
9,Geometry,Easy,59.75672601009798,1,1
9,Logic,Easy,28.81931473008921,1,1
9,Logic,Easy,38.40620026504553,1,1
9,Geometry,Hard,101.40200704604138,1,0
9,Geometry,Easy,51.45386650929784,1,0
9,Geometry,Medium,85.14119913378187,3,0
9,Geometry,Hard,120.84022432984065,1,0
9,Arithmetic,Easy,18.786193619252153,1,0
9,Arithmetic,Medium,63.06945946185866,2,1
9,Arithmetic,Easy,16.540203197532513,1,1
9,Logic,Easy,35.13907849658915,3,1
9,Geometry,Medium,63.591635638791956,3,0
9,Algebra,Easy,48.284968031443675,1,0
9,Arithmetic,Hard,67.59237672092803,1,1
9,Logic,Hard,73.29950826422537,4,0
9,Geometry,Hard,90.71499039337199,1,0
9,Geometry,Medium,41.29122595910809,3,0
9,Arithmetic,Medium,66.28973174262549,1,1
9,Algebra,Hard,74.51450985280668,3,0
9,Arithmetic,Medium,45.452303257485866,1,0
9,Arithmetic,Hard,78.56625924946992,3,1
9,Geometry,Medium,77.98271427374983,1,0
9,Algebra,Medium,41.79181647186345,2,1
9,Geometry,Easy,40.54095087204441,4,1
9,Logic,Medium,17.849513950911312,4,0
9,Algebra,Hard,57.801653329070554,4,1
9,Geometry,Medium,54.868241396356524,5,1
9,Logic,Easy,5.972460651003129,1,1
9,Algebra,Medium,43.98815636370486,1,0
9,Geometry,Medium,59.25926405903176,2,0
9,Geometry,Easy,26.585010653673706,1,1
9,Logic,Easy,23.305898051674482,1,1
9,Algebra,Medium,49.434236613102456,3,0
9,Geometry,Hard,62.435307832282504,1,0
9,Algebra,Medium,49.257029158000876,5,1
9,Geometry,Easy,28.059612147947664,1,1
9,Logic,Easy,32.67126651011483,1,0
9,Arithmetic,Easy,35.08725023229934,2,1
9,Geometry,Hard,89.34602993972666,2,0
9,Algebra,Medium,43.93408842717547,1,1
9,Arithmetic,Hard,67.3748606581539,1,0
9,Arithmetic,Hard,71.53703765917537,4,0
9,Logic,Medium,48.100860708674915,2,0
9,Algebra,Medium,68.66089480219506,1,0
9,Algebra,Easy,14.634831380164979,1,1
9,Arithmetic,Easy,23.544305713515246,1,1
9,Logic,Hard,96.64269602161752,5,1
9,Logic,Easy,21.338251517854992,1,0
10,Geometry,Medium,65.77387258559715,2,0
10,Geometry,Easy,43.90482758156831,1,0
10,Algebra,Hard,50.33034885651138,2,0
10,Arithmetic,Easy,44.820224936157906,1,1
10,Logic,Hard,66.23946301211767,2,1
10,Arithmetic,Easy,28.386557883482062,1,1
10,Logic,Hard,24.27774541063713,4,0
10,Geometry,Easy,59.08731169898108,1,1
10,Logic,Hard,62.44678899912502,1,1
10,Algebra,Hard,85.23145968993106,2,0
10,Geometry,Easy,12.943278673327328,1,0
10,Arithmetic,Medium,44.67519073830068,5,0
10,Geometry,Hard,38.8100044218004,2,0
10,Logic,Medium,22.705844550745592,4,1
10,Algebra,Easy,19.86254199613869,2,1
10,Logic,Hard,43.37401934127517,2,0
10,Algebra,Hard,82.29654405000038,3,1
10,Logic,Medium,58.491974567223686,2,0
10,Arithmetic,Medium,53.8060949224186,2,0
10,Logic,Medium,52.0153975764815,1,0
10,Arithmetic,Hard,82.43143779712102,4,0
10,Logic,Hard,55.75974159890915,3,0
10,Logic,Medium,48.60706873995311,4,0
10,Geometry,Medium,11.60509505176475,3,1
10,Logic,Hard,60.127292991182976,2,0
10,Geometry,Medium,82.67540193734129,3,1
10,Geometry,Hard,143.71190921624924,3,0
10,Geometry,Hard,77.75756768739382,2,0
10,Algebra,Medium,72.15625081676956,1,0
10,Logic,Hard,77.82713550243233,5,0
10,Geometry,Easy,45.27172311312374,1,1
10,Algebra,Medium,74.26270428969569,1,1
10,Geometry,Easy,29.872325875384277,1,1
10,Arithmetic,Easy,28.554813292844823,2,0
10,Arithmetic,Medium,21.595779995693213,1,1
10,Algebra,Hard,80.33234268432346,2,1
10,Geometry,Hard,36.773204068930774,3,0
10,Logic,Easy,22.372752214337858,1,1
10,Algebra,Hard,90.88545075523066,4,0
10,Logic,Medium,26.41112407719791,2,0
10,Geometry,Easy,43.14489122911939,1,0
10,Geometry,Easy,32.62545721551929,2,1
10,Logic,Hard,74.81039917946917,2,1
10,Algebra,Hard,62.27590935731253,1,0
10,Algebra,Hard,59.345249194460834,2,0
10,Geometry,Medium,60.30757962744212,1,1
10,Logic,Hard,43.53875149063285,1,1
10,Algebra,Easy,48.50705325248413,1,0
10,Algebra,Hard,71.0101359543751,3,0
10,Logic,Easy,39.449716653887315,1,1
11,Algebra,Hard,88.05609203120025,6,0
11,Arithmetic,Easy,21.835960138989584,1,1
11,Algebra,Easy,35.006335506279164,1,1
11,Algebra,Easy,42.21448098714938,1,1
11,Arithmetic,Medium,43.2012738646548,3,1
11,Algebra,Medium,81.14441562047341,2,0
11,Arithmetic,Medium,38.8699079651354,3,1
11,Logic,Medium,38.73054744242033,2,1
11,Algebra,Easy,28.47063197462969,1,1
11,Logic,Easy,28.37207093927706,1,0
11,Logic,Easy,27.714000846599813,1,1
11,Geometry,Easy,25.084759380872317,1,1
11,Logic,Medium,45.33698839218069,3,1
11,Logic,Easy,35.4711911517521,1,1
11,Algebra,Medium,67.11150224740275,1,1
11,Geometry,Easy,48.87721200612067,1,1
11,Logic,Easy,31.018562952619867,1,1
11,Arithmetic,Easy,45.49020151495188,1,1
11,Arithmetic,Easy,31.647608412365166,1,0
11,Geometry,Hard,86.52663105568054,4,1
11,Algebra,Hard,56.421643380800404,3,0
11,Logic,Easy,22.02997196417818,5,1
11,Algebra,Easy,27.05442985438881,1,1
11,Algebra,Medium,44.23944904326353,2,0
11,Logic,Medium,25.528096724180543,2,0
11,Algebra,Easy,53.93728169493817,1,1
11,Logic,Easy,33.30065000812621,1,1
11,Algebra,Easy,42.439115988749656,1,1
11,Logic,Hard,37.77299709630489,4,1
11,Algebra,Easy,33.130142308050765,1,0
11,Algebra,Medium,94.37769774190035,1,1
11,Algebra,Easy,12.266323173956422,1,1
11,Geometry,Hard,98.43585243255382,2,0
11,Arithmetic,Hard,77.42188102627844,5,0
11,Algebra,Medium,58.41471101698712,3,0
11,Geometry,Medium,46.76035644406782,4,1
11,Geometry,Hard,56.15534891033387,3,0
11,Algebra,Hard,95.77130810698416,1,1
11,Algebra,Medium,66.13279084821656,2,1
11,Logic,Hard,59.81306193290318,3,1
11,Logic,Medium,76.49582683749773,1,1
11,Algebra,Easy,32.03569159104804,1,0
11,Geometry,Medium,33.11771059273626,5,1
11,Arithmetic,Easy,13.967395331840503,1,1
11,Algebra,Medium,42.21853985727212,1,1
11,Algebra,Medium,44.24122875280433,1,1
11,Arithmetic,Medium,53.20855802302223,3,1
11,Logic,Easy,28.1058632901845,2,1
11,Algebra,Medium,51.5958329660134,3,1
11,Geometry,Hard,112.64950335773378,3,1
12,Algebra,Easy,5.0,2,1
12,Arithmetic,Medium,52.98422220194742,2,0
12,Geometry,Medium,24.428248319869667,1,1
12,Arithmetic,Hard,76.39303651837955,1,1
12,Logic,Easy,23.24291920838388,1,1
12,Logic,Medium,45.512286262320366,1,1
12,Arithmetic,Medium,60.19059924434755,3,1
12,Arithmetic,Hard,47.02411929682688,3,0
12,Arithmetic,Medium,41.03734707962538,2,1
12,Algebra,Medium,80.60265751057314,1,0
12,Logic,Easy,35.68480225274598,1,1
12,Geometry,Hard,88.15927962637261,4,0
12,Geometry,Hard,15.72448806145404,9,0
12,Geometry,Easy,42.35580408102176,1,1
12,Logic,Easy,34.39501230620226,3,1
12,Logic,Medium,56.68404755268171,1,0
12,Arithmetic,Medium,45.59049578503726,1,0
12,Algebra,Easy,34.140808977703195,2,1
12,Arithmetic,Hard,73.86414845428388,2,0
12,Algebra,Medium,78.7536009005914,2,1
12,Arithmetic,Hard,50.07216621665866,2,1
12,Logic,Medium,40.80190370750967,3,0
12,Logic,Hard,95.29859963466001,1,0
12,Arithmetic,Medium,53.91875796850784,1,1
12,Arithmetic,Hard,49.9505613678821,4,1
12,Logic,Hard,37.45517005200266,4,1
12,Logic,Hard,78.52641908731594,4,0
12,Arithmetic,Easy,28.465157210441436,1,1
12,Arithmetic,Easy,24.929243844764944,1,1
12,Geometry,Medium,26.63096896177904,2,1
12,Logic,Hard,87.25496027811967,3,1
12,Logic,Easy,40.35249334723753,1,1
12,Logic,Medium,48.10900994098416,1,1
12,Arithmetic,Medium,51.04016505554375,2,1
12,Geometry,Hard,129.95747716035604,1,0
12,Geometry,Hard,122.43270502228646,4,1
12,Arithmetic,Medium,65.26492200265254,1,1
12,Arithmetic,Hard,75.42990621651296,6,1
12,Geometry,Hard,86.31339288141668,3,0
12,Logic,Medium,41.162382946453626,1,0
12,Logic,Hard,43.39022322714548,4,0
12,Arithmetic,Medium,47.8860812858357,1,1
12,Geometry,Medium,91.36479517839302,2,1
12,Algebra,Hard,107.25920305486676,2,1
12,Geometry,Easy,29.520927466059184,1,1
12,Geometry,Hard,58.884486824569336,4,0
12,Arithmetic,Medium,56.11815173562982,3,1
12,Arithmetic,Easy,34.525314363594845,2,1
12,Arithmetic,Easy,36.833289928110695,1,1
